date,price,usdt_volume,ether_volume
2020-02-02 19:00:00,189.82165875,12190749.86812375,64165.71735702
2020-02-03 19:00:00,188.93636258,11409464.03882913,60753.24926162
2020-02-04 19:00:00,203.71594211,13376371.40681634,67819.47507226
2020-02-05 19:00:00,213.19265249,16539531.46301016,78932.16203108
2020-02-06 19:00:00,223.49775321,10719373.97912265,48840.91067808
2020-02-07 19:00:00,223.16772385,8557293.33204782,38411.16744421
2020-02-08 19:00:00,228.66060953,8423924.91589426,37014.62086418
2020-02-09 19:00:00,222.99461935,7826582.52398565,35304.2852997
2020-02-10 19:00:00,236.73754734,11727923.41496134,51552.84839366
2020-02-11 19:00:00,265.76977717,14087280.92198867,54412.66628413
2020-02-12 19:00:00,268.51345538,16349965.60131446,61029.83578649
2020-02-13 19:00:00,285.44498531,12411950.60327133,45641.06631796
2020-02-14 19:00:00,264.76445003,14513313.89353239,53043.9713365
2020-02-15 19:00:00,259.06350241,17044101.39259235,66386.99077294
2020-02-16 19:00:00,267.80067549,12437159.70902309,49310.80914584
2020-02-17 19:00:00,282.61574476,15379156.98422762,56292.83094433
2020-02-18 19:00:00,258.60438828,13108795.97545091,47816.01413928
2020-02-19 19:00:00,257.15737181,16110213.15831168,62864.74267641
2020-02-20 19:00:00,265.20856856,10915685.36056111,41728.42293839
2020-02-21 19:00:00,261.62250222,6479168.01958569,24770.2289579
2020-02-22 19:00:00,274.64000004,4965484.46725279,18430.62048326
2020-02-23 19:00:00,265.57183088,13764220.21024508,51576.46229505
2020-02-24 19:00:00,246.78347813,9935578.08429523,38964.11041919
2020-02-25 19:00:00,223.85067174,18429485.47530016,79052.82674504
2020-02-26 19:00:00,227.55102,12835102.6526386,56877.27011996
2020-02-27 19:00:00,226.8504815,12368076.25659109,55299.25363791
2020-02-28 19:00:00,217.48,5650634.95854128,25079.86926379
2020-02-29 19:00:00,217.725,11911668.37515824,54390.3754074
2020-03-01 19:00:00,231.80764019,12506810.26445197,55312.05695567
2020-03-02 19:00:00,223.84406994,11423894.60823773,50542.06819218
2020-03-03 19:00:00,224.3416465,8766514.61823608,39094.50349863
2020-03-04 19:00:00,228.54363982,8794266.73021255,38322.27095305
2020-03-05 19:00:00,244.875,8173376.6544639,34517.82017766
2020-03-06 19:00:00,237.25,7621336.34034324,31385.48738736
2020-03-07 19:00:00,198.65289089,28630604.1423218,132003.48460993
2020-03-08 20:00:00,202.8955718,29412283.26131157,146078.356938
2020-03-09 20:00:00,200.545,8359356.32425361,41492.22927835
2020-03-10 20:00:00,194.50512171,12382869.77557257,64274.90546055
2020-03-11 20:00:00,108.1468583,21782418.71528,145119.0722861
2020-03-12 20:00:00,134,9880007.27008185,82612.73373932
2020-03-13 20:00:00,122.58102461,2064790.25439285,16114.52707763
2020-03-14 20:00:00,123.86281563,2968028.32385267,23808.77924432
2020-03-15 20:00:00,110.97545022,6099176.12572771,55172.81925865
2020-03-16 20:00:00,115.5406,3553925.75226064,30489.4016912
2020-03-17 20:00:00,118.12667579,3300849.55655054,28920.47711624
2020-03-18 20:00:00,136.65522934,6759164.86453685,52329.63720705
2020-03-19 20:00:00,133.30778385,11743451.8919533,85479.3226637
2020-03-20 20:00:00,132.53123785,6121979.33536348,46422.89372142
2020-03-21 20:00:00,122.45,4616650.27646806,35982.19402989
2020-03-22 20:00:00,135.95698933,5117892.23362525,39813.75563631
2020-03-23 20:00:00,138.47808498,5881046.04296856,42861.26659031
2020-03-24 20:00:00,136,6131126.95333772,44737.28054516
2020-03-25 20:00:00,138.51246473,4016631.06931157,29623.69072319
2020-03-26 20:00:00,131.38349894,2925817.80596384,21533.3307518
2020-03-27 20:00:00,130.98770265,4327822.06090113,33708.92462805
2020-03-28 20:00:00,124.49888999,2265755.42300445,17785.08657566
2020-03-29 20:00:00,132.06222114,3079070.24639388,23513.80220539
2020-03-30 20:00:00,132.86700001,2683201.86557619,20247.86408504
2020-03-31 20:00:00,135.6809081,4075275.46990061,30829.30071559
2020-04-01 20:00:00,141.40196269,7280336.78680611,51911.84168453
2020-04-02 20:00:00,141.36715519,4812601.64391424,33777.26341631
2020-04-03 20:00:00,144.13497635,3637693.36372449,25584.34535422
2020-04-04 20:00:00,142.61456162,2251357.90960922,15731.45624421
2020-04-05 20:00:00,171.21476538,8856982.04194692,56618.40083153
2020-04-06 20:00:00,164.64745972,8086024.85346603,47522.85868313
2020-04-07 20:00:00,172.94699687,6897117.06619676,40627.19862192
2020-04-08 20:00:00,169.73340364,4551973.3178937,26806.48957193
2020-04-09 20:00:00,157.88239405,8102067.08307368,50802.25158656
2020-04-10 20:00:00,158.34571257,3594954.71960032,22744.52426548
2020-04-11 20:00:00,158.40818631,8189107.46363654,51090.36764054
2020-04-12 20:00:00,156.36219368,8353519.43026543,54314.2970475
2020-04-13 20:00:00,158.46,4874994.41245383,30777.56580534
2020-04-14 20:00:00,152.87809337,3334382.16142863,21215.82366518
2020-04-15 20:00:00,172.27550194,9857047.2445984,59381.04640176
2020-04-16 20:00:00,170.69620485,4574117.00671661,26776.51404389
2020-04-17 20:00:00,187.4276399,6412816.17048932,35597.70266123
2020-04-18 20:00:00,180.02,6027421.15455108,33085.18523584
2020-04-19 20:00:00,170.35,9405111.74510097,53255.60736482
2020-04-20 20:00:00,170.72114493,6292670.94959493,36734.32018118
2020-04-21 20:00:00,182.70031754,4688457.12968603,26286.50452539
2020-04-22 20:00:00,188.80230257,6005637.61490734,32278.74054134
2020-04-23 20:00:00,187.44971749,4126043.33800438,22016.48434624
2020-04-24 20:00:00,194.28823345,5715689.35564995,29505.49529125
2020-04-25 20:00:00,197.5178084,5710684.18912277,29234.79447656
2020-04-26 20:00:00,196.43118816,4868896.29851064,25027.88944979
2020-04-27 20:00:00,196.36944354,4940624.86654847,25291.13257001
2020-04-28 20:00:00,215.35098483,12874439.31728047,61635.63487716
2020-04-29 20:00:00,206.35436145,15738186.829521,73573.19781422
2020-04-30 20:00:00,212.06762153,11207853.14241367,52994.92880161
2020-05-01 20:00:00,213.69914758,5613932.90867797,26390.48051676
2020-05-02 20:00:00,209.81369241,9555436.97572636,44950.27536326
2020-05-03 20:00:00,206.58663091,10890449.34145586,53755.10486987
2020-05-04 20:00:00,205.35072249,6850489.5071916,33358.76103404
2020-05-05 20:00:00,199.08163265,8074609.42139507,39152.42576738
2020-05-06 20:00:00,211.80220693,9726748.31953158,47124.63433399
2020-05-07 20:00:00,211.45302593,5635989.85471784,26622.58469782
2020-05-08 20:00:00,210.1748514,5925905.07518955,28005.21487841
2020-05-09 20:00:00,187.58602404,16230244.93147602,86005.04991363
2020-05-10 20:00:00,185.67492796,11959629.53300592,64252.92190157
2020-05-11 20:00:00,189.85287081,4754737.25377178,25113.58632676
2020-05-12 20:00:00,199.60580779,2998638.3346463,15436.74811513
2020-05-13 20:00:00,203.13106065,7214882.89294041,35814.34278032
2020-05-14 20:00:00,194.805,9050353.09962568,45501.76752621
2020-05-15 20:00:00,200.45719122,3722681.30082065,18623.63971566
2020-05-16 20:00:00,207.05940415,5502254.20324203,26949.17619363
2020-05-17 20:00:00,214.86872345,8304655.79166152,39046.68845472
2020-05-18 20:00:00,214.5,4403121.07263873,20698.41208573
2020-05-19 20:00:00,209.87013855,4814507.37164236,22827.05620128
2020-05-20 20:00:00,198.70943607,7578793.1035862,37401.63768579
2020-05-21 20:00:00,207.26603399,6499395.7684071,32065.5336211
2020-05-22 20:00:00,206.64038294,3524405.60758375,16977.22807365
2020-05-23 20:00:00,199.6285,6948014.79568351,33731.84473872
2020-05-24 20:00:00,204.06672089,5818149.04747342,28679.78801001
2020-05-25 20:00:00,200.99100015,5269860.4201554,26165.29134213
2020-05-26 20:00:00,208.25980913,4906678.91361882,23935.64619819
2020-05-27 20:00:00,220.35542337,7101600.68268794,33684.33444337
2020-05-28 20:00:00,220.55249551,7016406.7929162,31791.08282081
2020-05-29 20:00:00,243.57312834,8205079.3162545,35067.71342205
2020-05-30 20:00:00,231.67616681,6410956.38383822,27098.33197235
2020-05-31 20:00:00,247.81,9428085.97050108,39289.76455511
2020-06-01 20:00:00,237.77539384,9273138.85984196,38541.55120727
2020-06-02 20:00:00,244.52210332,6505045.40269397,27241.44767601
2020-06-03 20:00:00,243.3030686,5894041.99530577,24242.70976198
2020-06-04 20:00:00,240.15823695,6231782.01131343,25656.50683612
2020-06-05 20:00:00,241.98945379,4134980.95465158,17145.85135673
2020-06-06 20:00:00,244.5842966,4466836.97247607,18581.04487078
2020-06-07 20:00:00,246.44746115,3425934.31200104,14039.84196984
2020-06-08 20:00:00,243.88895496,4722365.04387864,19343.95337591
2020-06-09 20:00:00,247.89826715,5132846.89108856,20901.86647546
2020-06-10 20:00:00,230.43263929,7090228.02759549,29949.33662572
2020-06-11 20:00:00,237.61754369,1683711.84139071,7157.72606346
2020-06-12 20:00:00,238.07426949,680856.00772689,2876.23480351
2020-06-13 20:00:00,231.73849147,1813000.54594765,7722.81701755
2020-06-14 20:00:00,230.64828272,6182648.37875418,27395.97113325
2020-06-15 20:00:00,235.17763167,2058521.98743656,8827.04784682
2020-06-16 20:00:00,233.8132453,1822136.71142655,7838.90536202
2020-06-17 20:00:00,231.25155141,1478346.70995168,6387.7753035
2020-06-18 20:00:00,228.90717627,2038830.33552823,8894.00326661
2020-06-19 20:00:00,228.79021187,1427892.27369441,6257.99241223
2020-06-20 20:00:00,228.01510552,1088060.15747207,4736.41739331
2020-06-21 20:00:00,243.16409321,4017870.29927349,16802.3088049
2020-06-22 20:00:00,243.16165254,2182910.661689,8977.6401544
2020-06-23 20:00:00,234.71776926,5295112.55210839,22139.79134887
2020-06-24 20:00:00,232.44366254,4974292.46674617,21390.83459337
2020-06-25 20:00:00,229.64184705,4329030.35992168,18802.99182852
2020-06-26 20:00:00,220.89353827,6898452.22981697,30741.95670236
2020-06-27 20:00:00,225,2053247.17572503,9258.18794714
2020-06-28 20:00:00,227.95074313,3695218.22076093,16450.43061821
2020-06-29 20:00:00,225.59564734,3318458.06284641,14680.00608823
2020-06-30 20:00:00,230.84829724,2264232.28894256,9925.59005958
2020-07-01 20:00:00,226.43441749,2557070.75966736,11253.77072795
2020-07-02 20:00:00,224.95075121,3408821.49144244,15038.50396451
2020-07-03 20:00:00,229.21011214,3137988.61474566,13841.56767402
2020-07-04 20:00:00,227.6246759,1974627.10891072,8741.99192686
2020-07-05 20:00:00,241.52833695,5422616.24468355,22994.8865227
2020-07-06 20:00:00,239.40455214,3653513.36871313,15306.05719596
2020-07-07 20:00:00,247.03696006,5289906.22665848,21741.6911929
2020-07-08 20:00:00,242.08299864,4900228.27085672,20183.28851206
2020-07-09 20:00:00,240.89820465,2318930.63999861,9703.26604223
2020-07-10 20:00:00,239.11386668,793188.75923645,3313.7917038
2020-07-11 20:00:00,242.63502303,2021383.79456195,8425.15788016
2020-07-12 20:00:00,239.64847321,3059121.9813416,12666.44599511
2020-07-13 20:00:00,240.42831148,2582075.68750365,10773.78208117
2020-07-14 20:00:00,238.65044005,2370921.26197561,9927.25309971
2020-07-15 20:00:00,233.58200345,3797921.81018198,16273.14777862
2020-07-16 20:00:00,232.77110362,1605546.59861256,6887.39132466
2020-07-17 20:00:00,235.54711376,1395990.37013802,5966.91059833
2020-07-18 20:00:00,238.78659136,1308663.76368885,5567.9357848
2020-07-19 20:00:00,236.01776733,1978517.07804916,8328.22119298
2020-07-20 20:00:00,245.5,3265528.47097662,13507.27359056
2020-07-21 20:00:00,263.61700882,5179262.32379097,20809.67618698
2020-07-22 20:00:00,275.39466776,10105108.25908243,37694.6808976
2020-07-23 20:00:00,279.15189021,11007624.31662625,39758.65451141
2020-07-24 20:00:00,305.21793765,7190994.17165747,24746.36868016
2020-07-25 20:00:00,311.06822884,8468649.35288618,27407.41495419
2020-07-26 20:00:00,321.7286032,13312149.75651606,41392.01563919
2020-07-27 20:00:00,316.6316383,11152847.77736038,35247.3481057
2020-07-28 20:00:00,317.7195695,5613815.57967558,17502.53057645
2020-07-29 20:00:00,334.75865937,7818654.48354126,24109.22346436
2020-07-30 20:00:00,346.41483297,6367489.62232409,18621.27583611
2020-07-31 20:00:00,386.93254782,10413073.97282282,28339.74091197
2020-08-01 20:00:00,372.29778784,30064638.81405025,79922.62353493
2020-08-02 20:00:00,385.8,9569611.86576274,24706.84659876
2020-08-03 20:00:00,389.43899996,8289124.41585484,21227.37049872
2020-08-04 20:00:00,400.71840523,6660612.12230892,16818.33829381
2020-08-05 20:00:00,394.8836636,5836934.11256263,14732.84960854
2020-08-06 20:00:00,379.28253946,9283052.30694046,24221.53879744
2020-08-07 20:00:00,397.03075688,4016157.71203598,10374.69771497
2020-08-08 20:00:00,390.0974423,4454393.55861528,11406.15622621
2020-08-09 20:00:00,395.704772,5304369.88361687,13464.04981691
2020-08-10 20:00:00,379.58716954,7510885.08311394,19567.46554493
2020-08-11 20:00:00,387.02780037,5904401.62360607,15539.41576104
2020-08-12 20:00:00,424.14305836,11646498.29363261,29127.51573718
2020-08-13 20:00:00,437.87667403,8588180.30067119,19918.61831095
2020-08-14 20:00:00,432.20365109,5444218.19985327,12526.66034917
2020-08-15 20:00:00,433.69697079,6987864.22443549,16437.3160241
2020-08-16 20:00:00,430.65319999,7848564.00453273,18175.64985857
2020-08-17 20:00:00,422.00565084,8613012.56047497,20251.6707388
2020-08-18 20:00:00,407.63762877,11970235.92728347,29312.63121192
2020-08-19 20:00:00,415.75640555,6563629.2258304,15991.19177394
2020-08-20 20:00:00,387.52804774,9190217.50196505,22806.80485311
2020-08-21 20:00:00,396.00207354,3325891.36487003,8553.46537928
2020-08-22 20:00:00,390.88200001,3176977.86503968,8139.54576555
2020-08-23 20:00:00,407.91950399,6451456.60368681,16056.5788183
2020-08-24 20:00:00,383.01626899,11282481.08767222,29237.75301659
2020-08-25 20:00:00,385.64373661,9129568.53206998,23672.8749403
2020-08-26 20:00:00,383.2,10175139.17445343,26574.73154109
2020-08-27 20:00:00,395.28376342,4235665.98131168,10854.27933157
2020-08-28 20:00:00,398.56498656,5021123.20842269,12549.09276404
2020-08-29 20:00:00,429.24069865,7205280.45717441,17377.94389215
2020-08-30 20:00:00,433.70820263,8434692.87827634,19602.52318635
2020-08-31 20:00:00,475.95105001,15239317.88523946,32763.94767712
2020-09-01 20:00:00,439.8,20615363.8028793,45846.23876596
2020-09-02 20:00:00,381.25920813,19059487.04452793,46457.31217216
2020-09-03 20:00:00,385.30011841,13092692.04740305,34033.11802805
2020-09-04 20:00:00,335.35268019,18295064.5982103,53126.18328157
2020-09-05 20:00:00,352.6594415,19900252.34960059,58367.26978143
2020-09-06 20:00:00,353.60082803,13540006.03243358,39476.89822719
2020-09-07 20:00:00,337.34439736,7842167.64350448,23081.59581656
2020-09-08 20:00:00,350.84435719,6625487.36981744,19119.76696297
2020-09-09 20:00:00,367.76981683,9250390.38764376,25148.18656847
2020-09-10 20:00:00,373.7445509,4542850.75093984,12436.92027774
2020-09-11 20:00:00,387.79351064,2863233.98952138,7618.12816378
2020-09-12 20:00:00,366.3343,5402613.7594316,14615.55292912
2020-09-13 20:00:00,377.1314887,7148140.72104791,19200.25323994
2020-09-14 20:00:00,363.96110747,6657698.92919215,17898.3290528
2020-09-15 20:00:00,365.00827093,5855663.58810317,16133.06737879
2020-09-16 20:00:00,389.30199021,7434152.49329279,19511.61728741
2020-09-17 20:00:00,384.32824784,3919664.06994815,10254.07544661
2020-09-18 20:00:00,385.14280437,2230607.71781013,5829.96461701
2020-09-19 20:00:00,370.83503949,3745370.60519544,10049.29444275
2020-09-20 20:00:00,340,12443635.25414271,35690.23366583
2020-09-21 20:00:00,344.20286793,8446205.19869488,24713.35933212
2020-09-22 20:00:00,320.3886,6837275.97818572,20670.79067651
2020-09-23 20:00:00,349.036,6191315.7629297,18385.00016388
2020-09-24 20:00:00,351.71238269,4744316.3986104,13708.95367532
2020-09-25 20:00:00,353.77963329,3449360.72607342,9799.58101401
2020-09-26 20:00:00,357.4,4243023.29052666,11955.76359376
2020-09-27 20:00:00,353.8681247,5790235.2554551,16060.79049791
2020-09-28 20:00:00,359.35810625,2678441.6194395,7555.45211165
2020-09-29 20:00:00,359.25389083,3320745.50259363,9318.4107108
2020-09-30 20:00:00,353.18040207,7208231.43053466,20113.18970405
2020-10-01 20:00:00,345.38218078,6127383.79055485,17882.98808477
2020-10-02 20:00:00,345.8317757,2219647.20045852,6394.4511807
2020-10-03 20:00:00,352.45442951,2631149.62775895,7555.80859671
2020-10-04 20:00:00,353.27956753,2088458.79698425,5934.5722598
2020-10-05 20:00:00,340.60151039,4799944.02276959,13842.09554846
2020-10-06 20:00:00,341.73913043,1963851.41213838,5785.3371356
2020-10-07 20:00:00,350.60773946,3577467.70525607,10431.05674739
2020-10-08 20:00:00,364.97092303,7960576.52306771,22055.22614704
2020-10-09 20:00:00,370.79990954,4712212.34771787,12648.25208202
2020-10-10 20:00:00,374.15843917,3960547.46014421,10612.3973919
2020-10-11 20:00:00,386.7,5843950.44543888,15372.04036547
2020-10-12 20:00:00,381.02630898,5839078.02414106,15289.89149027
2020-10-13 20:00:00,379.178,7905307.15484573,20788.77375275
2020-10-14 20:00:00,377.44057958,4594343.72702758,12216.68309294
2020-10-15 20:00:00,365.33164248,7221170.73053317,19613.5164119
2020-10-16 20:00:00,368.38664853,2795165.28052631,7611.31853384
2020-10-17 20:00:00,378.02264212,2647617.62660034,7078.69840136
2020-10-18 20:00:00,379.05334757,4144144.05256741,10973.95532854
2020-10-19 20:00:00,368.37272905,5374921.92977938,14463.84789258
2020-10-20 20:00:00,391.0987093,9882311.11101158,25575.22062685
2020-10-21 20:00:00,413.97092,13254676.30296823,32643.48185103
2020-10-22 20:00:00,409.16195667,5224818.11439547,12728.93750761
2020-10-23 20:00:00,412.23033669,3124044.07946176,7576.17436525
2020-10-24 20:00:00,405.56080503,3658124.23282829,8951.29684395
2020-10-25 20:00:00,392.82455263,8612432.60507737,21665.53410724
2020-10-26 20:00:00,403.74643532,4773700.68757729,11894.73310555
2020-10-27 20:00:00,388.5780829,6139516.98822124,15675.04214873
2020-10-28 20:00:00,386.46453704,4037792.38763793,10415.56308556
2020-10-29 20:00:00,382.29947283,3595605.47280914,9442.66844884
2020-10-30 20:00:00,386.49934668,3399208.30711533,8779.69881309
2020-10-31 20:00:00,396.4,2864226.12804735,7341.01126445
2020-11-01 19:00:00,383.34746211,5300247.86606076,13607.57059205
2020-11-02 19:00:00,387.77695215,5066455.20221768,13315.88851988
2020-11-03 19:00:00,402.0555,7467945.62665248,19005.94598641
2020-11-04 19:00:00,416.4720679,6646957.94956085,16284.13830955
2020-11-05 19:00:00,455.9481,10334347.43174062,23615.40177703
2020-11-06 19:00:00,435.2492579,15460816.08548382,34474.93947272
2020-11-07 19:00:00,454.22253547,6317320.83450277,14162.7938159
2020-11-08 19:00:00,444.1,10153736.51487127,22738.31892005
2020-11-09 19:00:00,450.34301525,5067358.3717554,11319.49335054
2020-11-10 19:00:00,463.82214037,5915126.56879818,12748.06988732
2020-11-11 19:00:00,462.29249068,6530870.98047264,14188.76690495
2020-11-12 19:00:00,476.48724403,5224606.34966605,11173.20510572
2020-11-13 19:00:00,460.63627608,5491289.38111765,11901.30934349
2020-11-14 19:00:00,448.36278339,3885265.73908137,8555.39413256
2020-11-15 19:00:00,460.1468004,4830891.77078355,10561.44599559
2020-11-16 19:00:00,482.39077527,8904755.97503509,18913.86956816
2020-11-17 19:00:00,478.16777602,17929051.43995541,37674.29156656
2020-11-18 19:00:00,471.4151877,8235817.38099673,17397.22036072
2020-11-19 19:00:00,510.12018113,12744272.41962712,25639.61770564
2020-11-20 19:00:00,552.68,15736358.67646909,29990.571131
2020-11-21 19:00:00,559.92596725,19977720.06362214,36483.23286863
2020-11-22 19:00:00,608.8687483,24669378.60290907,41988.2427914
2020-11-23 19:00:00,605.01694965,20775702.11865026,34225.32765259
2020-11-24 19:00:00,570.06620703,11989714.4639753,20419.8785481
2020-11-25 19:00:00,519.60435013,29140763.68624761,56681.08594211
2020-11-26 19:00:00,518.50902114,10799434.30784817,21038.4987889
2020-11-27 19:00:00,538.06904251,10554780.94105299,19965.03993783
2020-11-28 19:00:00,575.59304442,11157668.36381642,20221.52024524
2020-11-29 19:00:00,616.536735,20396838.66180521,34315.65502037
2020-11-30 19:00:00,585.28,28851800.46698932,48105.82775919
2020-12-01 19:00:00,597.61278895,15589643.32586179,26329.62842199
2020-12-02 19:00:00,616.24757228,11291229.03573176,18578.71429725
2020-12-03 19:00:00,567.78627496,13421528.7421136,22613.57158776
2020-12-04 19:00:00,596.97233942,5205197.73496241,8921.33482876
2020-12-05 19:00:00,601.9,8731326.88838444,14628.4584247
2020-12-06 19:00:00,591.02320424,4388328.73090444,7389.75410611
2020-12-07 19:00:00,555.22718756,9887433.22209671,17307.52119345
2020-12-08 19:00:00,573.41522245,14894852.80626332,26853.96247463
2020-12-09 19:00:00,558.42211212,9266605.06794191,16503.08728348
2020-12-10 19:00:00,544.23055418,11884924.99741788,21805.81218999
2020-12-11 19:00:00,567.551,7371302.21664507,13193.84455413
2020-12-12 19:00:00,590.74341879,11695654.09642602,20145.18565522
2020-12-13 19:00:00,586.26723343,6978165.16725621,11925.28988739
2020-12-14 19:00:00,588.69714517,8833079.74970739,15039.65910018
2020-12-15 19:00:00,637.73989601,16506443.60438603,26999.83420189
2020-12-16 19:00:00,643.17675088,28263017.06838258,43492.14959621
2020-12-17 19:00:00,653.60729073,15181631.87067677,23554.7185184
